Country,State,cuisine,title,URL,rating,total_time,prep_time,cook_time,description,ingredients_list,instructions,serves,rating_count,calories,carbohydrateContent,cholesterolContent,fiberContent,proteinContent,saturatedFatContent,sodiumContent,sugarContent,fatContent,ingredients,animal_der,milk_der,plant_der,diet_type
US,Arkansas,Arkansas,Fried Green Tomatoes,https://www.allrecipes.com/recipe/37705/fried-green-tomatoes/,4.5,20.0,10.0,10.0,This country-style fried green tomato recipe is a great side dish for summer.,"['1 cup all-purpose flour', '1 teaspoon salt', '1 teaspoon pepper', '5 green tomatoes, sliced 1/2 inch thick', '1 cup crushed saltine crackers', '2 eggs, beaten', '0.5 cup butter']","['In a small bowl, stir together flour, salt, and pepper. Place crushed saltine crackers in another bowl, and beaten eggs in a third bowl.', 'Melt butter in a large skillet over medium heat. Dip each tomato slice in egg to coat, then in flour mixture. Dip floured tomato slice back into egg, and then into cracker crumbs.', 'Place coated tomato slices in the hot skillet. Fry until golden brown on each side, 3 to 5 minutes per side. Add more butter to the pan, if necessary. Serve hot.']",6,228,310.0,30.0,103.0,2.0,7.0,11.0,659.0,4.0,19.0,"['eggs', 'butter', 'tomatoes', 'crackers', 'salt', 'thick', 'pepper', 'flour']",eggs,butter,"tomatoes, crackers, salt, thick, pepper, flour",nveg
US,Arkansas,Arkansas,Slow Cooker Collard Greens,https://www.allrecipes.com/recipe/79927/slow-cooker-collard-greens/,4.6,510.0,30.0,480.0,Got this from a coworker who made these for the office holiday potluck. Collard greens are cooked all day with ham shanks and pickled jalapeno. Yum!,"['4 bunches collard greens - rinsed, trimmed and chopped', '1 pound ham shanks', '4 pickled jalapeno peppers, chopped', '0.5 teaspoon baking soda', '1 teaspoon olive oil', 'ground black pepper to taste', 'garlic powder to taste']","['Fill a large pot about 1/2 full with water. Place the ham shanks into the water, and as many of the greens as you can fit. Bring to a gentle boil.', 'As soon as the greens begin wilting, start transferring the greens to the slow cooker. Alternate layers of greens with the ham shanks and jalapeno until the slow cooker is full. Stir in the baking soda, olive oil, pepper and garlic powder. Cover, and bring to a boil on High. Reduce heat to Low, and cook for 8 to 10 hours.']",16,44,99.0,4.0,19.0,3.0,7.0,2.0,82.0,0.0,7.0,"['ham', 'shanks', 'peppers', 'jalapeno', 'soda', 'ground', 'pepper', 'baking', 'oil']",ham,,"shanks, peppers, jalapeno, soda, ground, pepper, baking, oil",nveg
US,Arkansas,Arkansas,Catfish Cakes,https://www.allrecipes.com/recipe/56122/catfish-cakes/,4.5,45.0,30.0,15.0,"Catfish cakes are a delicious alternative to Maryland Crab Cakes. Plus, catfish is cheaper than crabmeat.","['1 pound catfish fillets', '2.5 cups coarsely crushed buttery round crackers', '1 medium onion, chopped', '1 large egg', '1 tablespoon creamy salad dressing (e.g. Miracle Whip)', '1 teaspoon prepared yellow mustard', '0.5 teaspoon Old Bay Seasoning TM, or to taste', '0.25 cup vegetable oil for frying, or as needed']","['Place catfish in a saucepan with enough water to cover; bring to a boil. Cook until fish flakes easily with a fork. Remove from heat and drain water.', 'Mash fish in the saucepan. Stir in crackers, onion, egg, salad dressing, mustard, and Old Bay until evenly blended. Form into 8 patties.', 'Heat oil in a large, heavy skillet over medium-high heat. Fry patties in hot oil until golden brown on both sides. An instant-read thermometer inserted into the center of a patty should read at least 145 degrees F (63 degrees C). Drain on a paper towel-lined plate and serve hot.']",8,247,481.0,43.0,50.0,2.0,14.0,5.0,755.0,5.0,28.0,"['tm', 'eg', 'bay', 'crackers', 'onion', 'fillets', 'salad', 'whip', 'miracle', 'round', 'buttery', 'egg', 'creamy', 'mustard', 'oil']",egg,,"tm, eg, bay, crackers, onion, fillets, salad, whip, miracle, round, buttery, creamy, mustard, oil",nveg
US,Arkansas,Arkansas,Buttermilk Pie III,https://www.allrecipes.com/recipe/23131/buttermilk-pie-iii/,4.5,75.0,10.0,65.0,The classic Southern buttermilk custard pie with a sprinkling of nutmeg.,"['0.5 cup butter', '1.5 cups white sugar', '3 teaspoons all-purpose flour', '3 eggs', '1 cup buttermilk', '1 teaspoon vanilla extract', '0.25 teaspoon ground nutmeg', '1 (9 inch) unbaked pie crust']","['Preheat oven to 350 degrees F (175 degrees C).', 'In a large bowl, cream butter and sugar until smooth. mix in the flour, eggs, buttermilk and vanilla. Pour filling into pie shell. Sprinkle top with nutmeg.', 'Bake in the preheated oven for 60 minutes, or until golden brown.']",8,129,405.0,50.0,102.0,1.0,5.0,10.0,257.0,39.0,21.0,"['buttermilk', 'eggs', 'butter', 'pie', 'crust', 'nutmeg', 'sugar', 'extract', 'ground', 'flour', 'vanilla']",eggs,butter,"buttermilk, pie, crust, nutmeg, sugar, extract, ground, flour, vanilla",nveg
US,Arkansas,Arkansas,Lemon Pepper Catfish,https://www.allrecipes.com/recipe/20449/lemon-pepper-catfish/,4.3,40.0,15.0,25.0,Fried catfish filets in a lemon pepper batter.,"['1.5 cups all-purpose flour', '0.5 cup cornmeal', '1 tablespoon lemon pepper', '4 eggs', '6 (6 ounce) fillets catfish', '0.25 cup margarine']","['Combine flour, cornmeal and lemon pepper spice; set aside. In a separate bowl, lightly beat eggs.', 'In a large frying pan, melt margarine over medium-high heat.', 'Working one at a time, dip filets in egg and dredge in flour until well coated. Cook in hot margarine, turning once, until brown on both sides. Drain briefly on paper towels and serve.']",6,76,654.0,50.0,230.0,2.0,33.0,8.0,645.0,2.0,35.0,"['eggs', 'flour', 'lemon', 'margarine', 'pepper', 'cornmeal']",eggs,,"flour, lemon, margarine, pepper, cornmeal",nveg
US,Arkansas,Arkansas,Quick Catfish Fillets,https://www.allrecipes.com/recipe/74868/quick-catfish-fillets/,4.7,20.0,10.0,10.0,"Lightly breaded catfish fillets are pan-fried with oyster sauce for a fast, filling main dish.","['0.33333334326744 cup all-purpose flour', '1 pinch salt and pepper to taste', '4 (6 ounce) fillets catfish', '2 tablespoons olive oil', '0.25 cup oyster sauce']","['In a bowl, mix the flour, salt, and pepper. Dredge the catfish fillets in the flour mixture to lightly coat.', 'Heat the olive oil in a large skillet over medium-high heat, and cook the catfish fillets 3 minutes on each side, until golden brown. Reduce heat to medium-low, and brush fillets with oyster sauce. Cover skillet, and continue cooking 5 minutes, or until fish is easily flaked with a fork.']",4,15,299.0,8.0,84.0,0.0,26.0,3.0,214.0,0.0,17.0,"['sauce', 'salt', 'oyster', 'pepper', 'flour', 'oil']",,,"sauce, salt, oyster, pepper, flour, oil",vegan
US,Arkansas,Arkansas,Granny's Banana Bread,https://www.allrecipes.com/recipe/20164/grannys-banana-bread/,4.2,75.0,15.0,60.0,Very moist banana bread containing applesauce and spiced with cinnamon and nutmeg. Raisins and walnuts are optional.,"['2.25 cups all-purpose flour', '1 teaspoon baking soda', '0.5 teaspoon ground cinnamon', '0.5 teaspoon ground nutmeg', '1 cup white sugar', '2 eggs', '0.33333334326744 cup unsweetened applesauce', '4 ripe bananas, mashed', '1 tablespoon vanilla extract', '1 cup raisins', '1 cup chopped walnuts']","['Preheat oven to 375 degrees F (190 degrees C). Lightly grease and flour a 9x5 inch loaf pan.', 'In a large bowl, stir together flour, baking soda, cinnamon, nutmeg and white sugar. Stir in eggs, applesauce, bananas and vanilla extract. Fold in raisins and nuts if desired. Pour batter into prepared pan.', 'Bake in preheated oven for 45 to 60 minutes, until a knife inserted into center of the loaf comes out clean.']",12,167,298.0,54.0,35.0,3.0,6.0,1.0,118.0,23.0,8.0,"['eggs', 'nutmeg', 'cinnamon', 'sugar', 'soda', 'ground', 'extract', 'walnuts', 'bananas', 'flour', 'baking', 'raisins', 'applesauce', 'vanilla']",eggs,,"nutmeg, cinnamon, sugar, soda, ground, extract, walnuts, bananas, flour, baking, raisins, applesauce, vanilla",nveg
US,Arkansas,Arkansas,Decadent Ozark Peach Turnovers,https://www.allrecipes.com/recipe/254384/decadent-ozark-peach-turnovers/,4.8,55.0,20.0,35.0,"Fresh peaches wrapped in crescent roll dough are doused with butter, sugar, and citrus soda and baked into these juicy, decadent turnovers.","['3 large peaches, peeled and pitted', '2 (8 ounce) cans refrigerated crescent rolls', '1 cup butter', '1.5 cups white sugar', '1 teaspoon vanilla extract', '0.5 teaspoon salt', '0.5 (12 fluid ounce) can or bottle caffeinated citrus-flavored soda (such as Mountain Dew®)', '1 pinch ground cinnamon']","['Preheat oven to 350 degrees F (175 degrees C).', 'Cut peaches into 16 crescent-shaped slices.', 'Unroll crescent roll dough on a flat work surface and separate into 16 triangles. Place a peach slice at the base of each triangle and roll up to enclose in the dough. Arrange turnovers in a baking pan.', 'Melt butter in a small saucepan over medium-low heat. Whisk in sugar, vanilla extract, and salt. Pour evenly over the turnovers in the baking pan. Pour citrus-flavored soda over the turnovers. Sprinkle cinnamon on top.', 'Bake in the preheated oven until turnovers are golden brown and liquid is bubbling, 30 to 40 minutes.']",16,11,296.0,33.0,31.0,0.0,2.0,9.0,377.0,24.0,18.0,"['butter', 'peaches', 'dew', 'salt', 'cinnamon', 'sugar', 'rolls', 'soda', 'crescent', 'fluid', 'ground', 'extract', 'mountain', 'vanilla']",,butter,"peaches, dew, salt, cinnamon, sugar, rolls, soda, crescent, fluid, ground, extract, mountain, vanilla",veg
US,Arkansas,Arkansas,Arkansas Fried Veggie Skillet,https://www.allrecipes.com/recipe/239671/arkansas-fried-veggie-skillet/,5.0,35.0,20.0,15.0,"Batter and fry up potatoes, onions, green tomatoes, and okra using this recipe for Arkansas fried veggies.","['1 cup milk', '1 egg', '1 cup cornmeal, or as needed', '2 squash, sliced', '2 red potatoes, cubed', '2 green tomatoes, cubed', '3 pods fresh okra, sliced into rings, or more to taste', '0.5 onion, diced', '0.5 green bell pepper, diced', '2 tablespoons bacon grease, or as needed', 'salt and ground black pepper to taste']","['Whisk milk and egg together in a large bowl. Pour cornmeal into another large bowl.', 'Dip squash, potatoes, tomatoes, okra, onion, and green bell pepper into milk mixture; press vegetables into cornmeal to coat.', 'Heat bacon grease in a large skillet over medium-high heat. Cook and stir vegetable mixture in hot grease until golden and tender, 15 to 25 minutes. Season with salt and black pepper.']",6,1,159.0,30.0,34.0,4.0,6.0,1.0,65.0,5.0,2.0,"['bell', 'milk', 'tomatoes', 'salt', 'squash', 'onion', 'okra', 'ground', 'pods', 'potatoes', 'cornmeal', 'pepper', 'egg', 'grease', 'rings']",egg,milk,"bell, tomatoes, salt, squash, onion, potatoes, ground, pods, pepper, cornmeal, okra, grease, rings",nveg
US,Arkansas,Arkansas,Old Fashioned Ozarks Meatloaf,https://www.allrecipes.com/recipe/85444/old-fashioned-ozarks-meatloaf/,3.9,105.0,15.0,90.0,"This is the best meatloaf of them all! This is made with love and lots of Ozarks flair! Use fresh-ground meat, fresh eggs and homemade breadcrumbs for the best flavor.","['2 pounds ground beef', '1 pound pork sausage', '3 eggs', '0.5 cup ketchup', '1 cup fresh bread crumbs', 'salt and ground black pepper to taste', '2 tablespoons ketchup']","['Preheat the oven to 350 degrees F (175 degrees C).', 'In a large bowl, mix together the ground beef, sausage, eggs, 1/2 cup ketchup and bread crumbs until well blended. Pat into a 9x5 inch loaf pan. Spread 2 tablespoons ketchup over the top.', 'Bake for 1 hour and 30 minutes in the preheated oven. Drain off some of the fat once in a while to keep spattering to a minimum. Enjoy!']",8,19,525.0,9.0,176.0,0.0,28.0,15.0,741.0,6.0,41.0,"['pork', 'ketchup', 'eggs', 'crumbs', 'sausage', 'salt', 'bread', 'ground', 'beef', 'pepper']","pork, eggs, beef, sausage",,"ketchup, crumbs, salt, bread, ground, pepper",nveg
US,Arkansas,Arkansas,Crunchy Catfish Nuggets,https://www.allrecipes.com/recipe/47410/crunchy-catfish-nuggets/,3.8,30.0,15.0,15.0,Little breaded and seasoned catfish nuggets fry up just right! Pop them down as a tasty appetizer.,"['0.5 cup dry bread crumbs', '0.5 teaspoon lemon pepper', '0.5 cup egg substitute', '2 (4 ounce) fillets catfish, cut into 1 inch pieces', '2 tablespoons vegetable oil']","['In a small bowl, mix dry bread crumbs and lemon pepper. Place egg substitute in a separate small bowl. Dip catfish pieces in the egg substitute, then into the bread crumb mixture to coat.', 'Heat oil in a medium skillet over medium heat. Place coated catfish pieces in the hot oil. Fry on both sides until lightly browned and fish is easily flaked with a fork, about 15 minutes. Drain on paper towels.']",4,17,217.0,10.0,27.0,1.0,14.0,2.0,242.0,1.0,13.0,"['substitute', 'crumbs', 'bread', 'lemon', 'pepper', 'egg', 'oil']",egg,,"substitute, crumbs, bread, lemon, pepper, oil",nveg
US,Arkansas,Arkansas,Belgian Squirrel,https://www.allrecipes.com/recipe/112958/belgian-squirrel/,4.9,165.0,40.0,125.0,"A person who simply cannot stand wild game will learn to like it after a taste of this unusual dish. And no, it doesn't have to be a squirrel from Belgium, it will just taste like one!","['3 large squirrels, skinned and gutted', '0.5 cup butter', '2 onions, sliced', '3 tablespoons white vinegar', '0.125 teaspoon dried thyme', 'salt and pepper to taste', '18 pitted prunes', '1.5 teaspoons all-purpose flour', '1 cup cold water']","['Clean squirrels, making sure that all shot is removed. Burn away with a candle any fur that clings. Rinse the meat though several changes of water and pat dry. Cut squirrels into serving pieces.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Melt the butter in a large skillet over medium heat. Add squirrel pieces and fry until browned on all sides, but do not cook through. Remove the squirrel pieces to a large Dutch oven or oven safe crock. Add onions to the butter in the skillet; cook and stir until tender and browned. Pour the onions and butter into the pot with the squirrel. Fill with enough water to almost cover the meat. Mix in the vinegar and season with thyme, salt and pepper. Cover and place in the oven.', 'Bake for 1 hour in the preheated oven. Remove the pot from the oven and add the prunes. Return to the oven and reduce the heat to 325 degrees F (165 degrees C). Continue baking for another 45 minutes.', 'Remove the pot from the oven. Mix the flour and cold water together in a cup. Use a slotted spoon to remove the meat and prunes to a serving dish. Set the pot on the stove and bring to a boil over medium-high heat. Stir in the flour and water and simmer, stirring constantly, until the gravy is thick enough to coat a metal spoon. Serve meat with a lot of gravy.']",6,7,375.0,20.0,154.0,2.0,30.0,11.0,223.0,12.0,20.0,"['butter', 'vinegar', 'thyme', 'salt', 'squirrels', 'prunes', 'water', 'pepper', 'flour', 'onions']",,butter,"vinegar, thyme, salt, squirrels, prunes, water, pepper, flour, onions",veg
US,Arkansas,Arkansas,Tangy BBQ Ribs,https://www.allrecipes.com/recipe/14773/tangy-bbq-ribs/,4.7,175.0,10.0,165.0,"Quickly grilled and then baked in a honey/ketchup/barbecue sauce laced with molasses, these tender, tasty ribs are the very model of finger-licking good!","['8 country style pork ribs', '1 cup honey', '1 cup ketchup', '2 tablespoons molasses', '1 (18 ounce) bottle barbeque sauce']","['Preheat grill for medium-high heat.', 'Lightly oil grill grate. Grill ribs for 12 minutes, turning once during cooking. Transfer ribs to an 11x16 inch baking dish.', 'Preheat oven to 350 degrees F (175 degrees C). In a large bowl, stir together the honey, ketchup, molasses, and barbecue sauce.', 'Bake ribs, uncovered, for 1 hour. Remove from the oven, and drain fat. Coat ribs with the honey sauce. Continue baking for another 1 1/2 hours, or until ribs are tender.']",8,79,548.0,69.0,79.0,1.0,21.0,8.0,1087.0,61.0,22.0,"['pork', 'ketchup', 'style', 'country', 'ribs', 'sauce', 'molasses', 'honey', 'barbeque']","pork, ribs",,"ketchup, style, country, sauce, molasses, honey, barbeque",nveg
US,Arkansas,Arkansas,Mema's Snow Ice Cream,https://www.allrecipes.com/recipe/235810/memas-snow-ice-cream/,5.0,65.0,5.0,60.0,"Put the winter snow to good use with this family recipe for fresh snow ice cream, a mix of condensed milk, milk, vanilla, sugar, and fresh snow.","['2 gallons clean fresh snow', '1 (14 ounce) can sweetened condensed milk (such as Eagle Brand®)', '1 cup 1% milk', '1 cup white sugar', '1 teaspoon vanilla extract']","['Pour snow into a large bowl.', 'Stir condensed milk, 1% milk, sugar, and vanilla extract together in a bowl until smooth. Pour milk mixture into snow, stirring until completely combined. Freeze for at least 1 hour.']",12,9,179.0,36.0,12.0,0.0,3.0,2.0,70.0,36.0,3.0,"['snow', 'milk', 'brand', 'sugar', 'eagle', 'extract', 'vanilla']",,milk,"snow, brand, sugar, eagle, extract, vanilla",veg
US,Arkansas,Arkansas,Onion Dijon Crusted Catfish,https://www.allrecipes.com/recipe/91978/onion-dijon-crusted-catfish/,3.9,30.0,5.0,25.0,"Catfish fillets are seasoned with honey mustard and onion, then baked until golden brown in this easy main dish.","['1 onion, finely chopped', '0.25 cup honey Dijon mustard', '4 (6 ounce) fillets catfish fillets', 'garlic salt and pepper to taste', 'dried parsley flakes']","['Preheat the oven to 350 degrees F (175 degrees C).', 'In a small bowl, mix together the onion and mustard. Season the catfish fillets with garlic salt and pepper. Place on a baking tray and coat with the onion and honey. Sprinkle parsley flakes over the top.', 'Bake for 20 minutes in the preheated oven, then turn the oven to broil. Broil until golden, 3 to 5 minutes.']",4,81,311.0,12.0,79.0,1.0,28.0,3.0,810.0,1.0,13.0,"['honey', 'salt', 'onion', 'fillets', 'pepper', 'dijon', 'parsley', 'flakes', 'mustard']",,,"honey, salt, onion, fillets, pepper, dijon, parsley, flakes, mustard",vegan
US,Kentucky,Kentucky,Grandma's Hash Brown Casserole,https://www.allrecipes.com/recipe/276505/grandmas-hash-brown-casserole/,4.7,70.0,10.0,60.0,This hash brown casserole is quick and easy comfort food made with oven-baked cheesy potatoes in cream of chicken with a crunchy cornflake topping.,"['1 (2 pound) package frozen hash brown potatoes, thawed', '1 (10.5 ounce) can condensed cream of chicken soup', '2 cups shredded Cheddar cheese', '1 (8 ounce) container sour cream', '1 cup butter, melted, divided', '0.5 cup chopped onion', '0.5 teaspoon salt', '0.5 teaspoon ground black pepper', '1 cup crushed cornflakes']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Mix together hash browns, Cheddar cheese, condensed soup, sour cream, 1/2 of the melted butter, onion, salt, and pepper in a bowl. Transfer mixture to a 9x13-inch baking dish. Sprinkle cornflakes on top, then drizzle with remaining melted butter.', 'Bake in the preheated oven until sauce is bubbly and top is golden brown, 1 to 1 1/2 hours.']",12,51,338.0,17.0,71.0,1.0,8.0,18.0,523.0,1.0,32.0,"['butter', 'cream', 'container', 'brown', 'salt', 'onion', 'soup', 'chicken', 'cornflakes', 'cheddar', 'ground', 'cheese', 'potatoes', 'pepper', 'hash']",chicken,"butter, cream, cheese, cheddar","container, brown, salt, onion, soup, cornflakes, ground, potatoes, pepper, hash",nveg
US,Kentucky,Kentucky,Kentucky Bourbon Balls,https://www.allrecipes.com/recipe/176961/kentucky-bourbon-balls/,4.6,990.0,20.0,970.0,These bourbon balls are made with Kentucky bourbon-soaked nuts mixed with butter and powdered sugar and dipped in smooth chocolate for a boozy treat.,"['1 cup chopped nuts', '5 tablespoons Kentucky bourbon', ""1 (16 ounce) package confectioners' sugar"", '0.5 cup butter, softened', 'waxed paper', '18 ounces semisweet chocolate']","['Place nuts in a sealable jar. Pour bourbon over nuts; seal and allow to soak for 8 hours to overnight.', 'Mix sugar and butter in a medium bowl; fold in soaked nuts with bourbon. Form mixture into 3/4-inch balls and refrigerate for 8 hours to overnight.', 'Line a baking tray with waxed paper; set aside.', 'Melt chocolate in the top of a double boiler over just-barely simmering water, stirring frequently and scraping down the sides with a rubber spatula to avoid scorching.', 'Roll balls in melted chocolate to coat; arrange on the prepared tray. Store in the refrigerator until serving.']",24,149,252.0,31.0,10.0,2.0,2.0,7.0,28.0,29.0,14.0,"['confectioners', 'butter', 'sugar', 'chocolate', 'kentucky', 'nuts', 'bourbon', 'paper']",,butter,"confectioners, sugar, chocolate, kentucky, nuts, bourbon, paper",veg
US,Kentucky,Kentucky,Original Hot Brown,https://www.allrecipes.com/recipe/130619/original-hot-brown/,4.6,35.0,15.0,20.0,A hot brown is an open-face turkey sandwich with tomato and bacon that's covered with a creamy Parmesan cheese sauce and broiled until bubbly.,"['0.5 cup butter', '0.5 cup all-purpose flour', '3 cups milk', '6 tablespoons grated Parmesan cheese', '1 egg, beaten', '2 tablespoons heavy cream', '8 slices white bread, toasted', '2 pounds sliced roasted turkey', '1 tomato, thinly sliced', 'salt and pepper to taste', '0.25 cup grated Parmesan cheese', '8 slices crispy bacon']","['Make sauce: Melt butter in a saucepan over medium heat. Whisk in flour; cook and stir until it begins to brown slightly. Gradually whisk in milk so that no lumps form; bring to a boil, stirring constantly. Mix in Parmesan cheese and stir in beaten egg to thicken; remove from heat and stir in cream.', ""Preheat the oven's broiler."", 'Make sandwiches: For each hot brown, place two slices toast into the bottom of an individual-sized casserole dish. Cover with a liberal amount of roasted turkey and tomato slices. Season with salt and pepper; spoon sauce over top of each one and sprinkle with Parmesan cheese.', 'Place the dishes under the preheated broiler and cook until speckled brown on top, about 5 minutes. Remove and arrange two slices bacon in a cross shape on top of each sandwich.']",4,58,974.0,48.0,316.0,2.0,85.0,25.0,990.0,12.0,47.0,"['butter', 'cream', 'milk', 'salt', 'bread', 'turkey', 'tomato', 'bacon', 'cheese', 'parmesan', 'pepper', 'flour', 'egg']","egg, bacon, turkey","butter, cream, milk, cheese, parmesan","salt, bread, tomato, pepper, flour",nveg
US,Kentucky,Kentucky,Kentucky Derby Pie,https://www.allrecipes.com/recipe/258239/kentucky-derby-pie/,4.2,60.0,15.0,45.0,"This Kentucky Derby pie, filled with pecans and chocolate chips, is a sweet dessert to serve with ice cream at your next derby party.","['1 (9 inch) pie crust pastry', '1 cup light corn syrup', '1 cup white sugar', '4 eggs', '1.25 cups chocolate chips', '1 cup chopped pecans', '0.5 cup butter, melted', '2 tablespoons bourbon', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C). Press pie crust into a 9-inch pie plate.', 'Beat corn syrup, white sugar, and eggs together in a bowl using an electric mixer on low speed until well blended; stir in chocolate chips, pecans, butter, bourbon, and vanilla extract. Pour mixture into the prepared pie crust.', 'Bake in the preheated oven until set, 45 to 50 minutes.']",8,5,694.0,86.0,124.0,4.0,7.0,15.0,262.0,51.0,39.0,"['eggs', 'butter', 'pie', 'chips', 'crust', 'syrup', 'pastry', 'sugar', 'extract', 'pecans', 'bourbon', 'corn', 'vanilla']",eggs,butter,"pie, syrup, chips, crust, pastry, sugar, extract, pecans, bourbon, corn, vanilla",nveg
US,Kentucky,Kentucky,Old-Time Kentucky Bacon Milk Gravy for Biscuits,https://www.allrecipes.com/recipe/229035/old-time-kentucky-bacon-milk-gravy-for-biscuits/,4.6,25.0,0.0,25.0,Milk gravy made with bacon grease is an old-time Kentucky favorite. Serve it over biscuits alongside bacon and eggs for a hearty start to your day.,"['0.25 cup bacon drippings', '0.25 cup all-purpose flour', '1 teaspoon salt, or to taste', '1 teaspoon ground black pepper, or to taste', '4 cups milk']","[""Heat bacon drippings in a skillet over medium heat; whisk flour into drippings until smooth. Reduce the heat to low and cook, stirring constantly so it doesn't burn, until roux is caramel brown in color, about 15 minutes. Stir in salt and black pepper."", 'Add milk, 1/2 cup at a time, whisking until thoroughly blended after each addition. Bring gravy to a simmer, then whisk constantly until thick, smooth, and bubbling.']",6,88,190.0,12.0,22.0,0.0,6.0,6.0,469.0,8.0,13.0,"['drippings', 'milk', 'salt', 'bacon', 'ground', 'pepper', 'flour']",bacon,milk,"drippings, salt, ground, pepper, flour",nveg
US,Kentucky,Kentucky,Kentucky Butter Cake,https://www.allrecipes.com/recipe/7479/kentucky-butter-cake/,4.6,120.0,30.0,90.0,This rich Bundt cake is moistened with a luscious vanilla butter sauce while it's still warm.,"['3 cups unbleached all-purpose flour', '2 cups white sugar', '1 teaspoon salt', '1 teaspoon baking powder', '0.5 teaspoon baking soda', '1 cup buttermilk', '1 cup butter', '2 teaspoons vanilla extract', '4 eggs', '0.75 cup white sugar', '0.33333334326744 cup butter', '3 tablespoons water', '2 teaspoons vanilla extract']","['Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch Bundt pan.', 'In a large bowl, mix the flour, 2 cups sugar, salt, baking powder and baking soda. Blend in buttermilk, 1 cup of butter, 2 teaspoons of vanilla and 4 eggs. Beat for 3 minutes at medium speed. Pour batter into prepared pan.', 'Bake in preheated oven for 60 minutes, or until a wooden toothpick inserted into center of cake comes out clean. Prick holes in the still warm cake. Slowly pour sauce over cake. Let cake cool before removing from pan.', 'To Make Butter Sauce: In a saucepan combine the remaining 3/4 cups sugar, 1/3 cup butter, 2 teaspoons vanilla, and the water. Cook over medium heat, until fully melted and combined, but do not boil.']",12,1255,508.0,71.0,117.0,1.0,6.0,14.0,467.0,47.0,23.0,"['buttermilk', 'eggs', 'butter', 'salt', 'sugar', 'soda', 'water', 'extract', 'flour', 'baking', 'vanilla']",eggs,butter,"buttermilk, salt, sugar, soda, water, extract, flour, baking, vanilla",nveg
US,Kentucky,Kentucky,Mint Juleps,https://www.allrecipes.com/recipe/49444/mint-juleps/,4.3,85.0,15.0,70.0,Minty simple syrup mixed with bourbon becomes a refreshing mint julep with this simple recipe. It's a favorite for when you're watching the Kentucky Derby!,"['2 cups water', '2 cups white sugar', '0.5 cup roughly chopped fresh mint leaves', '8 cups crushed ice, or as needed', '32 fluid ounces Kentucky bourbon', '8 sprigs fresh mint for garnish']","['Make the simple syrup: Bring water, sugar, and chopped mint to a boil over high heat in a small saucepan. Cook, stirring occasionally, until sugar is completely dissolved, 1 to 2 minutes. Remove from the heat and let cool for 1 hour. Pour syrup through a strainer to remove mint leaves.', 'Make the cocktails: Fill eight glasses with crushed ice; pour 4 ounces bourbon and 1/4 cup mint syrup into each cup. (Add extra syrup for anyone with a sweet tooth.) Top each drink with a mint sprig.']",8,78,473.0,50.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"['mint', 'sprigs', 'ice', 'sugar', 'leaves', 'fluid', 'water', 'kentucky', 'garnish', 'bourbon']",,,"mint, sprigs, ice, sugar, leaves, fluid, water, kentucky, garnish, bourbon",vegan
US,Kentucky,Kentucky,KFC Copycat Gravy,https://www.allrecipes.com/recipe/246008/kfc-copycat-gravy/,4.2,45.0,5.0,40.0,"If you like KFC gravy, you'll love this quick and easy copycat recipe made with both beef and chicken bouillon. an onion, and a homemade roux.","['3 tablespoons butter, divided', '1 small onion, finely chopped', '5 tablespoons unbleached all-purpose flour', '2.5 cups water', '2 teaspoons beef bouillon', '2 teaspoons chicken bouillon', 'freshly ground black pepper to taste']","['Melt 1 1/2 tablespoons butter in a skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes.', 'Add remaining 1 1/2 tablespoons butter and let melt. Whisk in flour to form a thick paste the consistency of cake frosting. Continue cooking, whisking constantly, until flour has turned golden and begins to smell like toast, about 20 minutes.', 'Whisk in water and both bouillons until no lumps remain. Stir in pepper and bring mixture to a boil. Cook and stir until thickened to gravy consistency, 8 to 10 minutes.']",6,26,81.0,6.0,15.0,0.0,1.0,4.0,202.0,0.0,6.0,"['butter', 'onion', 'bouillon', 'water', 'beef', 'ground', 'pepper', 'flour']",beef,butter,"onion, bouillon, ground, water, pepper, flour",nveg
